Run;Blockchain;Time;Transaction;Contract Address;Gas Used;Cost;Execution Time
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:54:03.482666;Process check;None;307298;0.000614596002151086;8.371
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:54:15.431912;Process check;None;40154;0.000080308000281078;6.675
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:55:03.708417;Process input: TMS?transport_cost_query;None;242263;0.00;47.263
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:55:15.274927;Process check;None;41693;0.000083386000291851;6.819
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:55:27.181805;Process input: Buyer?energy_cost;None;193149;0.00;10.939
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:55:40.466437;Process check;None;41693;0.000083386000291851;8.534
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:55:51.391478;Process input: CMS?coolstore_cost_query;None;270597;0.00;9.95
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:56:15.784506;Process check;None;41693;0.000083386000291851;20.756
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:56:27.507097;Process input: Buyer?coolstore_cost;None;236592;0.00;10.734
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:56:51.329647;Process check;None;41693;0.000083386000291851;19.073
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:57:15.841564;Process input: BDSS?lot_price,energy_cost,coolstore_cost;None;484221;0.00;22.944
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:57:29.153456;Process check;None;41693;0.000083386000291851;9.194
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:57:39.843451;Process input: Seller?decline;None;204397;0.00;9.146
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:57:52.117626;Process check;None;115871;0.000231742000811097;5.593
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:58:16.153611;Process input: SDS?acceptance;None;255444;0.00;23.043
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:58:40.033809;Process check;None;91773;0.000183546000642411;14.959
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:58:52.378044;Process input: Seller?acceptance;None;252666;0.00;11.351
b7f09225-4629-42a2-a0be-0e35e0d0a678;https://sepolia.infura.io/v3/f03b2f96d4b34a19aa9df619f4798114;2022-11-10 11:59:29.091060;Process check;None;91773;0.000183546000642411;30.707
